logit_0,logit_1,target
3.516644,-1.9570298,1
-2.7618163,6.0997477,1
-1.9536242,0.67120045,1
-4.47956,5.557581,1
2.9103334,-1.156796,1
-0.3319311,2.5508552,1
3.787841,-3.280645,0
4.9845214,-2.6018684,0
2.9781644,-1.0778618,0
3.4092107,-0.1988881,0
2.6777577,-0.9827628,0
3.6167488,-2.786526,1
0.4799742,1.7962856,1
4.4347773,-2.023695,0
-3.5801473,5.3969226,1
-1.2207842,4.742236,1
2.8669755,-0.6157764,0
-4.2608666,5.501674,1
4.985489,-3.1852386,0
0.03788077,0.60730356,1
2.266676,-0.73297507,0
4.873904,-1.6021191,0
2.3905165,-0.40204677,0
0.48471075,1.0363677,1
-0.8283437,1.5719928,1
-3.9805076,6.105498,1
-2.8152375,5.5827084,1
5.037423,-0.5671661,0
4.1538067,-3.113471,0
1.8424462,0.88353807,0
-3.4917347,3.9618518,1
3.5266728,-0.8402385,0
3.5299296,-0.2377539,0
-0.9945218,1.1386898,1
1.6605899,0.22761786,1
5.217779,-2.15751,0
3.6264217,-0.35728556,0
3.7265053,-2.922916,0
5.6011667,-3.3274872,0
4.22263,-1.5963669,0
2.7235165,-0.6109124,0
5.194279,-3.6402934,0
2.2198184,-1.5722139,0
4.374097,-3.2700484,0
1.775916,0.6281942,0
-4.283062,4.379812,1
-0.65470284,1.7548493,1
3.8967643,-1.8160044,0
3.4257941,-1.7770258,0
-6.060704,5.863347,1
2.3923283,-0.050679952,0
1.5140468,0.21212664,0
1.6842135,0.24572237,0
3.5335906,-0.94853973,0
4.5649624,-1.6069148,0
-3.8032541,4.598093,1
0.31122977,0.41805604,1
-0.12318263,0.31429005,1
1.2635332,0.2959117,0
2.6918113,-1.9164715,1
-0.079111345,3.671754,1
5.7802987,-3.5544646,0
3.079174,-0.21388504,0
1.1852828,-0.23148002,1
4.3360934,-1.1380532,0
2.9824574,-1.3956546,0
2.4214532,-0.93404174,0
0.6308494,1.5276062,1
-1.8297888,3.1557298,1
1.7480799,-0.3802122,0
3.8153284,-1.5753237,0
-4.2671223,4.3537164,1
2.3145401,-0.6950847,0
1.2389274,0.2843887,0
4.0703564,-0.32706878,0
1.2823318,0.24476546,0
-2.2986581,2.9844472,1
-3.9091687,4.9839544,1
-6.6641774,6.6627245,0
4.2007,-2.2746994,0
3.1925364,-1.06199,0
1.3891879,0.21427658,0
4.221456,-1.2126938,0
-4.177562,6.7683816,1
-3.019086,5.185493,1
1.4416019,0.48912898,1
2.944033,-1.7050809,0
4.486771,-0.84085435,0
-5.4957952,6.1953697,1
3.1061292,-1.0571053,0
4.0709014,-1.2858958,0
2.0679584,-0.91978127,1
0.87287086,-0.734281,1
2.43314,0.27203035,0
3.5207336,-1.2949063,0
0.6258606,-0.26787993,1
3.5776505,-0.8951806,0
1.839207,-0.45035264,0
4.064225,-3.4827518,0
4.635984,-2.0443828,0
-4.12123,4.412911,1
1.2037174,0.15297274,0
-1.5062892,2.5917304,1
-0.17116585,0.8311217,1
1.6506958,-0.44464806,0
4.0060954,-2.589941,0
-6.798546,8.285444,1
2.058582,-1.041728,0
-3.3981311,4.387783,1
4.1962953,-2.2524748,0
2.7555277,-0.76277083,0
2.2850754,-1.3290315,0
2.3710587,0.97030985,1
-4.3898377,4.8709483,1
4.585496,-2.1798992,0
3.1921096,-1.8109701,0
0.6205595,-0.93964124,1
-1.7986165,1.3643955,1
-1.1381892,3.212181,1
1.1911309,-0.17558041,0
-3.1579645,5.2695994,1
0.3677091,0.5058992,1
5.27583,-3.4199889,0
3.6579368,-1.3156698,0
4.6024294,-3.601255,0
2.0607154,0.20273212,0
3.8693202,-0.9642601,0
-3.9203537,5.29776,1
-2.7380736,1.9084489,1
3.7713904,-3.0514295,0
2.6615927,-0.7975361,0
3.7276464,-2.7868953,1
4.449224,-3.610356,0
-1.5412997,1.2845902,1
0.7782517,-0.17233592,1
2.995204,-1.2844496,0
1.9821892,0.61994016,1
-5.396542,6.7222,1
-4.315941,3.8587003,1
2.861354,0.26082316,0
4.4186807,-1.6959449,0
-3.6654058,4.918184,1
3.3726766,-0.64684594,0
-4.0128613,5.2710433,1
3.086128,-1.2816391,0
2.9873216,-0.6880772,0
-3.1985052,3.194495,1
3.3535593,-2.4551227,1
2.4765427,-2.341531,1
-5.0232706,6.2908454,1
-3.6286037,4.474514,1
-2.410383,3.4805422,1
0.3063795,0.61629057,1
-0.99674505,2.5756903,1
0.27698624,1.5627375,1
2.54379,-1.2642044,0
2.6744792,0.03929925,0
4.027001,-0.30335295,0
0.82079923,1.5064435,1
5.0542555,-2.570353,0
1.6299026,-0.53242743,0
2.8548882,-1.6620297,0
-5.2409997,5.853943,1
0.32242918,1.2444657,1
-5.147373,5.458115,1
4.116753,-0.62494093,0
1.2984319,1.0720303,0
2.1073759,-0.1527206,1
-1.7518402,1.9904151,1
4.350443,-1.3726146,0
3.9806485,-2.5958357,0
0.08343712,0.31631738,1
4.8471975,-3.2608643,0
-0.6169428,2.3392646,1
-2.3235035,2.8614128,1
-3.6916616,5.401356,1
1.482117,-0.57698727,0
0.8829817,1.6429253,1
3.1758153,-1.4746318,0
-4.6818767,6.1001782,1
4.1813965,-2.4851964,0
3.1768618,-0.95077133,0
2.939881,-0.6746329,0
4.070634,-0.555184,0
0.62513584,2.2802517,1
3.1974862,-2.1484845,0
3.083345,-1.3211097,0
-4.2005196,4.566571,1
-3.4275,5.0218735,1
-3.4597769,3.7289047,1
2.7477996,-0.12995276,0
-0.763946,2.1551425,1
6.873183,-3.8250263,0
0.06622981,1.3692846,1
-1.8742799,4.3744955,1
-5.3071866,6.3961477,1
3.8599606,-1.120823,0
6.860673,-4.4326243,0
-4.1087384,5.453581,1
-7.188953,8.864711,1
-4.3898377,4.8709483,1
0.04117485,1.0275202,1
-4.1093006,4.6693645,1
3.8386176,-2.3641112,0
-3.376915,5.728672,1
-1.6319314,2.6483681,1
-3.232899,3.8339393,1
5.7153354,-3.3224497,0
3.3777344,-1.1805139,0
1.9429336,-0.5987692,1
2.63409,-1.8724626,0
2.734407,-1.0285015,1
4.647782,-3.2139661,0
-4.433152,4.973086,1
3.2406127,-1.3803568,0
-1.5574355,3.5425515,1
-1.8789866,0.06558852,1
-2.259024,2.5199282,1
-4.693575,5.3772025,1
2.0973816,-1.3126854,1
-2.2338102,1.7650911,1
-4.541852,5.2889514,1
0.8438054,0.004114644,1
-1.2752157,2.9634364,1
3.3763247,-0.36149648,0
4.017457,-2.2997901,0
-5.292577,5.169014,1
-0.3585903,2.9073718,1
0.37689114,1.2424629,1
1.3075403,0.51540315,0
-0.6822471,2.1318123,1
1.3926736,0.06929347,1
2.5743093,-0.19946735,1
-0.79122,1.8503493,1
1.9667838,-0.550291,1
-0.020336976,1.605976,1
-1.857539,4.746515,1
2.737016,0.17525148,0
-1.0342705,2.9569461,1
0.5359141,1.1827458,1
0.8422981,1.5629463,1
4.1468916,-3.267167,0
1.8374069,-1.4255004,0
4.085319,-1.8700999,0
1.4770712,0.4280577,0
2.711257,-0.1685307,0
-4.214671,5.9325166,1
0.119499244,0.8933591,1
-5.4697394,4.8816786,1
2.5437784,-1.1065485,0
3.3666914,-2.0482903,1
7.206138,-4.1631627,0
5.0845613,-3.625664,0
-1.5254529,1.7165021,1
-1.023522,0.73970294,1
-6.079039,6.534291,1
3.8428347,-1.0489005,0
5.304158,-2.170914,0
2.9225893,-0.14708278,1
4.3816686,-1.0387294,0
1.7874966,-0.19272171,0
-0.7209454,1.5918038,1
3.402573,-0.5680319,0
4.3485985,-1.4518328,0
1.3483182,-0.05892898,0
4.519915,-2.970935,0
-2.8822696,3.8300917,1
7.1702576,-4.5766068,0
-2.2399814,1.9257975,1
4.7937145,-2.2406898,0
-1.6558601,2.0795395,1
-6.735174,8.128929,1
-2.5339267,3.917958,1
2.0420177,-0.07326177,0
-6.6956763,8.628868,1
1.8315642,-0.080184996,0
3.4460433,-1.2574921,0
2.2729797,-1.4745156,1
-2.397426,4.748976,1
4.087828,-1.8583049,0
-3.2594087,2.5868723,1
-5.8840013,7.4208455,1
5.298528,-1.8779588,0
3.9120111,-0.64333457,0
5.482296,-2.8414986,0
2.4535785,-0.77344114,0
1.4233843,-1.1491562,0
4.835453,-2.503389,0
-2.638154,2.84263,1
2.977083,-0.7424902,0
-1.4783658,2.6433659,1
5.4787126,-3.1297815,0
0.019728074,1.3145355,1
2.5453048,0.31119177,0
5.1145053,-3.2934535,0
4.5246325,-1.7042876,0
2.346521,0.8062925,0
-3.2273757,4.6154246,1
2.1178408,-0.41017964,0
1.4038264,-0.59548175,0
0.68975574,0.56368923,0
-0.11333013,1.6179906,1
0.39717788,0.92968607,1
3.742037,-1.9092333,0
-3.0846615,4.17571,1
-5.690636,6.143943,1
4.315258,-2.227397,0
2.9460535,-1.3903334,1
-2.049651,2.3679504,1
2.8217974,-1.0920873,1
2.262489,-1.404141,1
4.9358296,-3.9066842,0
-3.0251298,3.8144524,1
2.6907728,0.20036131,0
1.8656487,-1.2632428,1
3.3298266,-1.5666215,0
2.8749917,-1.5040295,1
-0.9690473,1.8300761,1
2.3590412,0.4276242,1
0.65808207,0.93022084,1
2.7350874,-1.3271437,0
-2.2036397,1.3996027,1
-1.5978848,2.7567155,1
-7.6737876,8.863482,1
4.9240522,-2.303501,0
-4.389499,5.6755395,1
3.9015925,-1.3682549,0
-0.14540923,0.5279744,0
3.4005535,-1.315469,0
-3.7977173,4.996796,1
3.1954892,-0.3219951,0
-2.2457266,3.573132,1
3.6341035,-2.650392,0
-1.5809444,2.5776563,1
4.021687,-1.9858286,0
1.6866467,-0.9870842,1
-2.3592823,1.6837523,1
1.6099514,-0.3102623,0
4.2875743,-3.2787073,0
-3.745015,4.995248,1
-6.623082,8.015414,1
-3.2016034,5.5073667,1
2.8983757,-1.6502458,0
2.2763927,-0.8619546,0
-0.20732947,0.55843675,1
5.7769732,-3.5807333,0
3.9910254,-0.84329057,0
4.916517,-3.4265044,0
-1.9183515,3.1838195,1
2.619247,-1.5386871,0
4.601304,-2.1871073,0
2.0861332,-0.34790894,1
4.149479,-1.6050954,0
3.3808599,-2.4542716,0
1.7309717,0.6493565,0
5.568899,-3.8975065,0
1.833977,0.39276776,1
-4.6727653,4.4217653,1
1.0929759,1.2517343,1
-1.9559191,3.5334208,1
-3.3713746,5.0487466,1
4.2183347,-3.0096238,0
3.6413865,-0.7164645,0
0.84959877,0.37139907,1
1.1399177,-0.28601328,0
2.3525512,-0.3492035,0
-1.9033462,2.1874561,1
-3.236305,3.2908335,1
0.13490301,-0.6575258,1
2.0288815,-0.2140544,0
2.629874,-0.29357585,0
3.2640536,-1.4368311,0
-2.9199774,3.0415676,1
5.66404,-3.412144,0
-5.1077986,5.2372136,1
-1.9181179,2.4366589,1
2.563589,-0.778634,0
1.950027,-1.0651188,1
3.242416,-0.83960855,0
3.4338326,-1.1355957,1
3.4464486,-0.20601884,0
-3.0213077,2.2392411,1
-3.4609814,4.1984124,1
-0.64919555,0.7377466,1
4.7016454,-2.8548486,0
3.310838,-0.74184835,0
1.8166267,-0.69493854,0
2.9654489,-0.07192111,0
3.916058,-2.3907712,0
3.0465932,-0.9341009,0
-0.02715402,0.7463624,1
2.701251,-1.2784684,0
-4.7706785,5.3624554,1
-1.942567,3.2464418,1
-0.11375547,1.3656844,1
2.4454877,-0.23838735,0
2.2502346,-0.5433599,0
3.7173886,-0.7198166,0
-5.708324,6.9546514,1
-2.4693453,4.115269,1
3.248397,-0.9214084,0
3.3953764,-2.0503738,0
3.5992613,-1.6103108,0
2.5183353,-0.63750225,0
-2.173463,3.8194602,1
2.9624527,-0.85881,0
4.2996426,-1.8159949,0
-3.6720474,2.5503464,1
5.73612,-2.610152,0
3.7564905,-2.6442437,0
3.6972802,-2.5280359,0
2.3910494,-0.16598135,1
4.6022787,-3.686299,0
-2.0217564,3.0638003,1
1.0577831,0.84448314,1
3.6175647,-2.1109211,0
2.9995332,-0.23329327,0
4.7120504,-1.861682,0
3.124862,-3.0285006,0
-1.3725961,3.5120487,1
2.8821857,0.06988981,0
-1.2597288,1.4435617,1
3.2045896,-2.7360842,0
-1.7145312,3.3837032,1
1.2993423,0.059531935,0
-2.3886702,3.3460155,1
-0.67696875,2.3028953,1
0.39911455,0.33486798,1
-4.9148574,5.7053256,1
-2.6103194,3.7338762,1
3.2293444,-1.369837,0
-0.031212276,2.0443747,0
-2.1800363,1.8521721,1
-1.9983212,3.7052667,1
1.4537686,-0.5371928,1
3.7471516,-0.6921404,1
-3.7150285,4.5759597,1
4.6811314,-1.2306104,0
4.704804,-2.7861059,0
3.7331617,-0.64280105,0
-2.2725084,3.7843685,1
-0.11764061,0.60954744,1
2.8389225,-0.8442682,0
-3.0105464,4.214913,1
-4.4534364,5.570201,1
-1.176306,2.51423,1
-2.3622215,1.4515902,1
0.8645624,0.25835648,1
4.2223086,-2.5598612,0
-2.650471,2.1017098,1
2.8610475,-0.29268005,1
2.2527332,-0.048734277,1
4.6615973,-1.8608756,0
-4.9051833,4.8945484,1
2.847236,-2.70702,0
2.247628,-1.0680062,1
2.2617183,-1.8845146,1
4.0667224,-1.8388963,0
-0.7092027,2.0371187,1
-0.83457506,2.352005,1
-0.7437697,1.9178753,1
3.5335307,-1.0612293,0
3.3974288,-1.921821,0
1.8247244,-1.7349474,0
-5.2057776,6.580739,1
3.6839077,-0.19812563,0
3.110846,-1.85889,1
-2.3324375,1.3285577,1
1.3591703,0.038868964,1
3.5349405,-2.5970259,0
4.4423785,-1.3933823,0
-6.458978,6.9405556,1
0.3603412,1.5719969,1
-2.6879272,3.072137,1
2.4753509,-1.7776617,0
0.21048772,-0.11525644,1
1.0134023,-0.41615477,1
0.12004003,0.75582236,1
4.683679,-1.5421602,0
0.19429019,1.85328,1
3.3879166,-3.1938665,0
2.6282768,0.07888588,1
3.5225732,-1.4840367,0
3.1116047,-0.4527249,0
-0.834017,2.282922,1
0.7777977,0.41904375,1
3.6233776,-1.2939833,0
2.1116254,0.08403444,0
2.6184905,-0.7366472,0
0.034057193,-0.4635996,1
3.154678,-0.9840815,0
2.843026,-2.338723,1
3.3224466,-0.22402479,0
4.1272507,-2.3106945,0
-3.6060588,5.3338675,1
-3.9606187,5.815948,1
-2.5446515,2.2957888,1
4.8580203,-3.6027327,0
-1.299487,4.4848824,1
-3.5714095,4.357349,1
-5.020871,5.2209315,1
-3.935562,3.9474742,1
4.5694146,-2.0296826,0
1.4768221,-0.24483415,1
3.4656513,-1.4525006,0
-1.4265728,1.5084989,1
3.2370226,-0.7697706,0
3.2764056,-1.1112809,0
5.780386,-4.4065623,0
-6.155738,7.0982356,1
-3.7443414,2.4936032,1
-0.2606108,1.8790944,1
2.482678,0.3875644,0
5.335844,-2.824162,0
0.4253547,-0.34821376,1
-1.5539509,2.5682836,1
-2.1445658,3.2750385,1
3.555327,-1.033989,0
-1.927575,4.704829,1
3.0725935,0.39720848,0
-8.86419,9.990431,1
-3.3455288,5.074513,1
3.7503552,-2.0050316,0
3.3402147,-0.982887,0
2.9581122,-1.725376,0
3.495383,-0.8899685,0
3.6417701,-1.1254088,0
2.3000984,0.47096348,0
3.1992753,-0.5001993,0
1.641138,1.2464197,1
0.16476953,-0.07467574,1
0.5254378,-0.36501652,1
0.3359043,2.3083239,1
4.3455276,-2.1063936,0
0.86501855,1.6883028,1
0.48032525,1.0548103,0
-2.8206642,3.6314049,0
-4.1787524,4.669739,1
2.7884014,-0.69101393,1
-2.2291207,3.1369631,1
2.453949,-0.1900844,0
-4.5841837,5.9661546,1
-1.6137795,1.2924532,1
0.18339185,0.014343662,1
2.5615952,-1.1277645,0
-1.9376788,3.155204,1
0.11001711,0.81603,0
-2.1268992,2.9926796,1
-0.87312424,2.216607,1
3.0267315,-1.6341186,0
2.9218662,-0.686634,0
2.7275352,-0.04373905,0
3.6435056,-2.6438084,0
0.7960497,-0.017393975,0
2.7859576,0.25675163,0
4.0989847,-1.0270491,0
0.69390315,0.81714827,0
3.9023705,-0.6978374,0
3.0479891,-0.91727716,0
3.5887768,-0.9941948,0
3.1560092,-0.35827726,0
2.142046,-0.14071879,0
1.7228262,-0.3722133,0
3.4703686,-0.583612,0
-4.066273,4.8295674,1
5.790208,-2.9161117,0
-0.95149237,1.9799144,1
2.8371189,-0.8292927,0
2.031853,-0.37248924,0
-1.1193054,1.6881645,1
3.7228377,-3.1789618,1
3.0714483,-0.24981031,0
0.639443,0.29119805,1
-2.8162267,4.886052,1
-1.9655359,3.5721593,1
3.357785,-1.1509429,0
0.3165095,0.49371156,1
2.5831835,-0.8596362,0
2.7396889,-0.19353828,0
3.202919,-1.2417858,0
0.49008375,0.8298198,1
4.5672493,-2.8412962,0
-1.3012483,2.7313638,1
2.0005658,0.37689558,1
3.1549642,-0.94011176,0
3.3535593,-2.4551227,1
4.157967,-3.1490195,0
1.3700203,0.2953895,1
3.0069146,0.11988759,0
5.221974,-4.7424936,0
5.6304307,-3.0215616,0
0.72984904,1.2321702,0
3.4656718,-1.7530894,0
2.856419,-0.4115217,0
4.106533,-1.3522054,0
0.0769509,1.67678,1
-3.0430248,2.956121,1
1.5760595,0.13088441,0
2.932191,-1.9346145,0
3.2394726,-1.2483238,0
4.893612,-3.0359545,0
-1.952025,3.30838,1
-5.732223,5.9043713,1
0.09813892,0.8234815,1
2.988759,0.017142447,0
-0.45683408,1.4663904,1
-3.4038637,4.2644477,1
-4.7139754,6.558095,1
-2.329367,2.6658704,1
2.822686,-1.0174975,0
-0.029075688,2.9617813,1
1.9628792,-0.07353753,0
2.8254116,-1.047403,0
-3.2897432,4.344129,1
-2.655785,3.2833588,1
-4.872367,5.056444,1
4.2055483,-1.6371447,0
-0.29332507,0.95941603,1
4.453578,-2.8531811,0
-5.878541,4.638105,1
-2.793783,4.0055866,1
2.5650215,-1.2776693,0
1.506117,-0.061507046,1
5.507488,-1.6356317,0
3.548934,-1.4278367,1
-0.3910622,0.8988887,1
1.1050718,0.3771244,0
2.4847212,-1.1935712,0
-0.74418104,1.5431218,1
2.5337107,-0.68559027,0
2.3144825,-1.3618971,0
3.5838854,-0.42694613,0
2.8079598,-0.3218976,0
4.3342657,-2.6296186,0
-5.0530915,4.897067,1
4.5644593,-2.2894578,0
-2.3181007,4.1164465,1
4.079893,-1.0864867,0
-0.98297936,0.6347808,1
-0.91025007,1.8829782,0
0.24239689,0.37539783,0
1.2644928,0.8741087,1
1.7330142,-0.79114115,1
4.3081837,-0.6796789,0
3.0512764,0.40211263,0
-1.3668696,2.0674164,1
2.34187,-0.5457468,0
4.3399596,-1.7403517,0
4.664885,-3.227768,0
4.8787527,-2.8813307,0
3.3900573,-0.581953,0
-0.18583554,0.98023874,1
-0.9846423,1.9731008,1
-1.2268975,3.5571556,1
3.179682,-0.97488034,0
2.0264158,0.88029283,0
3.5810902,-0.27595946,0
-6.984957,7.991681,1
3.073199,-2.0010767,0
3.9728868,-0.8448876,0
1.4664756,-0.7753479,0
-4.485286,6.070203,1
3.2771575,-1.1194171,0
-3.1083605,4.643036,1
-1.3636817,2.6433387,1
3.0456078,-1.3288522,0
2.6264553,0.74910045,0
2.5934863,-1.3089608,0
3.0893564,-1.454572,0
-3.8851948,4.308065,1
2.6195843,-0.24584582,0
1.6064124,1.5329541,0
2.186823,-1.0977541,1
2.443404,-0.4520458,0
-1.7986165,1.3643955,1
-1.5539509,2.5682836,1
-4.948361,5.0036616,1
3.6438785,-0.44275633,0
-2.3625767,3.8116133,1
1.1045672,0.9078854,0
2.8432133,-0.6954498,0
-4.408653,6.049681,1
-0.7261682,1.2636943,1
0.9333553,1.7385349,1
-3.5446823,6.1387877,1
3.2746928,-0.66207147,0
-2.0476072,3.7222254,1
3.6287663,-2.2471962,1
1.3760244,1.1465461,1
3.570971,-1.3342633,0
0.029127317,0.109017044,1
4.5516443,-0.6779438,0
-1.5063471,2.8765323,1
-3.6246605,5.010228,1
0.31003696,1.9827622,1
4.156687,-2.234851,0
-2.7280028,3.496771,1
-0.3314578,2.1629944,1
-0.59142846,-0.12847373,1
-5.35085,6.1274934,1
6.1185203,-3.2287738,0
4.8117814,-2.6251452,0
3.8869898,-3.8966625,1
3.2969837,-0.58255047,0
0.54740745,0.4443607,1
2.42616,-0.99937075,0
-3.2078898,3.6089618,1
2.1289065,-1.4255842,0
2.6539185,-0.93150616,0
-0.016421026,1.5877473,1
1.3766848,-0.9978236,1
1.9773738,0.8992107,1
1.8186978,1.0093794,0
-1.648297,2.5020223,1
1.9155524,0.045016795,0
-1.168417,1.8797491,1
2.3086023,0.1118311,1
1.425175,-0.2847601,0
2.3567767,0.23601702,1
-5.106942,5.9914355,1
2.3607504,0.097470164,0
3.842244,-2.1385102,0
-0.17633903,1.3460765,1
-3.5250177,3.971485,1
-1.4900329,2.4147227,1
5.9208155,-3.5991957,0
5.6042676,-3.4187648,0
-4.681547,5.844084,1
3.1296644,-1.1853871,0
-2.9346292,3.793875,1
-3.7428305,6.133722,1
-3.6594326,5.81344,1
2.2353036,-1.942026,0
