logit_0,logit_1,target
1.9818294,-2.5689778,0
-3.167137,4.4175196,1
-5.409726,5.7431087,1
3.2635565,-3.819631,0
-3.1544545,1.7192031,1
-4.0015683,4.328219,1
3.2232912,-3.3454585,0
-1.8415089,1.4354057,1
-3.0089002,2.8099039,1
-2.6515386,1.9916607,1
0.6368028,-1.761705,0
2.9142108,-2.5588799,0
-0.60751885,-0.57299167,1
2.094976,-1.1772832,1
-1.8937047,1.3597943,1
0.9534189,-2.049035,0
-4.568797,3.5654945,1
1.2899001,-1.0034591,0
0.7487215,-1.3714548,0
-2.3759623,0.85389006,1
1.8411691,-1.8765897,0
-4.7750134,6.07196,1
-5.777385,5.265178,1
-3.9527423,4.701421,1
-0.8628804,1.3322729,1
2.306058,-2.3464997,0
-1.1797326,0.8749408,1
4.7831807,-5.0469384,0
6.1400886,-5.5452194,0
0.723881,-1.3671987,0
2.5667028,-3.1325405,0
2.514499,-2.9864616,0
2.5722165,-3.1811557,0
5.067258,-5.526454,0
-1.6833038,1.986666,1
2.147058,-3.1949608,0
3.0288398,-2.971796,0
4.559553,-4.093834,0
3.174829,-2.6856403,0
-3.1571217,4.036548,1
-1.6010561,0.40798464,1
3.3343291,-2.429717,0
4.522216,-3.1119213,0
1.2463937,-2.5030525,0
2.7317898,-3.9936252,0
0.74432623,-1.4028397,0
-0.3079781,-1.1484268,0
3.7989902,-2.7825158,0
2.9647808,-2.6534677,0
3.7556555,-2.193507,0
2.3512347,-2.342792,0
3.0823212,-3.5589373,0
-3.3701456,2.637109,1
1.1679157,-2.763891,0
0.8965105,-0.8963347,0
1.4118128,-1.572425,0
-4.138683,3.7326841,1
3.3611135,-3.7286992,0
-0.64142376,1.1047745,1
3.3065035,-3.1577675,1
-6.0269046,6.1175733,1
-0.983217,1.4955212,1
2.1600742,-1.4092995,0
-7.7034855,7.987781,1
0.706329,-1.5360979,1
3.8709497,-3.916148,0
1.1357093,-1.7907224,0
-3.965501,3.387075,1
3.8944633,-4.7417207,0
3.7568126,-2.753829,0
1.0414206,-2.4315782,0
5.335941,-5.0328164,0
1.4217414,-0.82718027,0
-3.5996704,3.6494465,1
1.0896086,-2.283718,0
2.518188,-1.5842125,0
2.4749317,-2.562574,0
-2.8813925,3.7087653,1
1.5587254,-2.4163237,0
0.52153325,-1.1087297,0
-3.6197903,3.5136883,1
-4.914182,3.4356,1
2.1471932,-3.1139526,0
3.4195976,-3.9134254,0
1.4458055,-1.4922603,0
3.764833,-4.4544897,0
2.7154267,-3.2187614,0
0.018117074,0.87290126,1
-3.2045445,3.4039826,1
3.4182081,-4.7042246,0
-2.5857992,3.2944272,1
-2.8263354,3.398501,1
-1.883806,2.6885028,1
-1.5694461,0.5058478,1
-0.82439023,0.7282503,1
-2.6649334,3.3661227,1
3.7711015,-3.649873,0
0.29128844,-0.25606242,1
2.0184321,-2.7612298,0
-0.39568254,-0.24617192,1
-3.5333776,4.1718187,1
-5.0218945,4.9475355,1
-4.239717,4.7594366,1
3.7114139,-4.14207,0
2.1381135,-2.0165033,0
-2.7390606,2.3396413,1
0.29972047,-0.94987875,0
-0.5465741,2.1197703,1
-1.0452124,0.16130447,1
-2.8791325,1.7885541,1
2.1236231,-1.8019131,0
-5.359397,6.2105455,1
-4.3920517,4.010037,1
0.29403886,-0.98884016,0
-3.165623,2.7169042,1
2.5417576,-1.605031,0
3.1434712,-3.2140074,0
1.2701738,-1.6854358,0
2.814433,-3.339664,1
-6.784559,5.8125877,1
-4.1056023,3.8824701,1
-4.2827716,4.0737367,1
-0.334079,0.54420537,1
-6.220789,4.7251253,1
3.0100644,-2.7082798,0
1.572934,-1.4291271,0
3.1108725,-2.7175593,0
2.0502522,-3.8561268,0
1.7236203,-3.1880994,0
2.553168,-1.1572387,1
-2.6509197,3.3298142,1
2.2103217,-3.0888538,0
-5.143932,4.759044,1
-3.6900408,3.766653,1
1.4184595,-1.115185,0
-3.2965379,3.552596,1
3.4175081,-4.547432,0
-1.5929754,2.1373377,1
2.4198408,-3.7045012,0
1.9744726,-2.6064994,0
2.8534834,-2.6541815,0
-1.326959,1.6824168,1
-1.7398754,2.7744198,1
-4.8563714,5.0659714,1
-3.8535895,2.779106,1
2.6088073,-3.976946,0
2.3473392,-2.3933458,0
0.85880387,0.24369001,0
-5.0357656,5.0269666,1
2.7666695,-2.7887824,0
2.3428173,-3.7200153,0
-3.0039768,3.4356577,1
-1.0005336,2.4308546,1
3.4192743,-2.0880265,0
2.925787,-2.2453575,0
3.4005306,-3.5721083,0
4.091002,-3.482552,0
3.5538375,-4.6120315,0
2.183078,-2.2162626,0
4.1403155,-4.244187,0
1.0973372,-2.436654,0
3.146712,-2.0927908,0
1.7231966,-2.089913,0
-3.4728854,4.093966,1
-2.6734626,1.6083198,1
2.466388,-3.231215,0
5.3557467,-4.3075395,0
-2.993882,2.5398114,1
1.3577405,-2.2222693,0
1.1970965,-0.8263775,0
-1.6141667,-0.15989909,0
3.0210357,-4.2444096,0
2.147581,-2.70437,0
-1.8931136,3.2730281,1
-2.8136349,2.9250853,1
-3.357577,2.2498507,1
0.03188211,-0.63508385,0
2.5076714,-1.3350706,1
-3.9705024,4.184135,1
0.91918004,-2.251964,0
2.3670049,-3.1780794,0
2.2903156,-1.0811228,1
2.8602087,-2.7994573,0
4.0698724,-2.9954834,0
2.8666,-3.3635342,0
-2.5651035,2.9549105,1
-2.515855,2.8690946,1
1.4710935,-2.0817235,0
2.0583997,-1.2650917,0
-3.8571262,4.074877,1
2.513489,-2.369496,0
0.984267,-2.0809894,0
2.1969948,-2.2760234,0
0.067931116,-1.4168507,0
-3.04124,3.0511038,1
-3.2481914,3.4533951,1
-2.388929,3.1616237,0
2.5955436,-2.8147986,0
3.3020058,-3.4183145,0
4.489414,-3.1961942,0
3.4299393,-3.837543,0
-5.8567157,5.3992915,1
-2.9619727,1.6318079,1
-0.20678908,0.16466944,1
2.1487303,-1.2694942,0
1.9146723,-2.2257009,0
-5.5137095,6.2138762,1
3.133381,-1.9992372,0
2.2600272,-1.9040421,0
2.7918608,-2.6658661,1
-2.6944904,2.4422784,1
2.993888,-2.6260943,0
4.6925626,-4.794659,0
-1.4205565,0.108056284,1
1.194799,-1.3147455,0
0.7275505,-1.8553311,0
2.050698,-3.868321,0
2.421786,-2.7487607,0
-3.2647254,2.9409804,1
1.419063,-1.7960511,0
-2.823678,3.148453,1
-2.9874291,4.205338,1
1.4958136,-0.8129066,0
4.370727,-4.6549354,0
-4.992911,4.4909806,1
2.8446174,-2.2967412,0
-3.3513684,2.4984164,1
3.647756,-3.7838838,0
1.5564269,-2.598954,0
4.153633,-2.1127996,0
0.64254785,-0.91683364,1
-2.8027017,3.0007615,1
1.2852324,-2.1072972,0
3.800998,-4.0961585,0
-2.809092,3.1710265,1
-3.496059,4.3289175,1
-2.4561708,2.446983,1
2.902176,-2.856895,0
-4.4603868,4.1467147,1
-1.9823289,2.39682,1
3.631019,-3.844562,0
3.5247326,-3.5544844,0
3.1452942,-1.3638793,0
1.5957052,-2.462724,0
1.0434775,-1.6561245,0
-4.124556,4.409147,1
-3.8161743,2.9515824,1
4.327958,-3.7457395,0
1.0101424,-2.613536,0
2.1436307,-1.5606483,1
1.7544885,-0.9122112,0
-2.9875467,3.1255617,1
-0.8399304,0.9873264,1
2.0920029,-3.646332,0
-1.3159453,0.8633444,1
-6.7904687,6.896538,1
-3.586001,3.997652,1
0.6961379,-1.8175652,0
4.2847905,-3.7952716,0
-3.9014783,3.8673043,1
3.6440597,-3.4055529,0
-5.2067885,5.7810826,1
2.5459042,-2.3575034,0
1.191108,-1.1179156,0
-3.3273067,4.5476847,1
1.5122648,-1.3039713,1
0.2200039,-0.61509603,1
-4.2482095,5.2740054,1
-3.84117,4.825117,1
-3.5326803,2.9706025,1
-3.1721628,2.6734188,1
-2.517305,2.7510967,1
-0.9138753,0.5460084,1
3.0510244,-2.0317585,0
0.76886845,-0.9403045,0
2.8544936,-2.8506308,0
-0.9882573,0.8267394,1
2.0402071,-2.8264508,0
2.9471073,-0.9991934,0
1.3293369,-1.8738035,0
-5.132682,5.8095527,1
-3.61444,1.6983014,1
-2.1963766,4.0524297,1
2.890823,-3.5748942,0
0.7894291,-1.4524263,0
-2.0967033,0.4699818,1
-3.1479871,3.7155375,1
3.004746,-2.587504,0
2.9021537,-3.8638637,0
-1.245004,1.0894983,1
3.6016836,-4.036849,0
-2.754608,3.8080893,1
-6.8917093,6.5475097,1
-2.0751967,2.3768125,1
0.9252195,-1.9765939,0
-1.324235,1.6730741,1
2.0588048,-2.6493423,0
-5.0485225,3.3610394,1
1.8995707,-2.2537494,0
2.5279796,-3.0955229,0
4.003792,-3.938866,0
2.4603248,-3.810566,0
-5.158906,3.667654,1
2.6511211,-2.2432168,0
2.4937677,-2.910341,0
-4.1858125,4.002587,1
-2.5698063,2.66109,1
-4.5780087,4.8427324,1
0.68379545,-1.4394993,0
-3.9675922,4.363873,1
4.5906887,-4.187931,0
-2.5922987,3.34545,1
-3.8387709,3.20015,1
-4.42085,4.247296,1
2.9393513,-2.9664974,0
3.9901443,-2.065185,0
-4.913135,4.6773744,1
-5.12088,4.7678933,1
-2.8027017,3.0007615,1
-1.6846685,1.0557958,1
-2.5339153,3.8035963,1
3.4466357,-2.6018543,0
-5.967941,4.529483,1
-2.3792324,2.8189933,1
-4.701614,4.6586185,1
4.0914,-3.4453714,0
1.4706552,-1.6411425,0
-2.0123024,0.9691551,1
1.5890217,-1.9143733,0
0.19993487,-0.5012559,1
3.9381313,-2.9972134,0
-4.120454,5.8318243,1
3.050349,-2.0712554,0
-2.081224,2.5546572,1
-3.8462117,4.0970426,1
-4.26069,5.2970057,1
-3.7966123,3.674602,1
2.8418221,-1.9256192,1
-4.7774935,4.646546,1
-4.36798,4.605091,1
1.0245652,-0.94075793,1
-3.2647119,3.5478568,1
1.1766984,-3.5530062,0
4.850345,-3.8557708,0
-5.51343,5.6772547,1
-3.782885,2.7171075,1
-2.2799451,1.6740487,1
0.40554434,-0.53582656,0
-4.6268735,4.4275494,1
-1.9092498,1.9117569,1
0.33559757,-1.2036407,1
-5.1154647,5.8518076,1
-1.3572935,1.4524707,1
-2.6300063,3.1536887,1
-2.9248002,3.753117,1
0.6981176,-1.5827557,0
-3.815214,3.648281,1
-1.0583827,0.19506401,1
-2.3406904,2.643184,1
3.8818603,-3.1351526,0
2.100332,-2.3364813,0
2.5753918,-2.197229,0
2.844891,-2.5271893,0
1.8166709,-2.9565659,0
-5.436535,4.118323,1
-4.3512416,4.5440917,1
-2.8762207,4.3800097,1
2.6302998,-2.5146482,0
-2.238729,2.9537337,1
5.143381,-3.5680113,0
3.2024322,-2.32822,0
-4.214194,4.5617003,1
-4.4096355,2.3846023,1
-4.052918,4.802058,1
1.6430732,-1.3551317,0
2.9812095,-2.945217,0
2.9037004,-3.60898,1
2.449637,-3.2599459,0
1.8944216,-2.2698612,0
-3.4217234,3.1604717,1
0.46050212,-1.7147597,0
1.6111945,-2.229054,0
1.94911,-1.7180883,0
2.9495509,-3.0665326,0
-2.7422342,2.9825895,1
5.441711,-5.0156655,0
-2.5537775,2.2698753,1
4.391439,-3.8176756,0
-1.9714634,1.9548794,1
-5.412279,5.316103,1
-2.1353397,2.6675663,1
4.0782814,-3.2730598,0
-7.438585,6.238355,1
0.5447675,-1.3556513,0
1.8337057,-1.6126044,0
3.3535461,-2.5920253,1
-4.4119062,3.0766876,1
4.9978747,-4.261935,0
-4.7621145,4.6288204,1
-5.388879,6.267215,1
3.691053,-4.811474,0
4.170733,-4.6283827,0
3.2585247,-1.4016173,0
1.6742245,-3.0363095,0
1.9550974,-0.88210726,0
3.0527248,-3.3966138,0
-3.7432177,3.1622477,1
0.95248264,-0.8329015,0
-1.591548,1.9067055,1
3.267542,-3.0929425,0
-2.9238434,2.2112212,1
-1.2109572,-0.94341844,0
2.9709878,-3.0414271,0
0.9327965,-1.5331076,0
-0.261067,-0.5898197,0
-3.4560156,2.698619,1
1.4224601,-0.26618394,0
2.790359,-2.2318394,0
0.9050468,-0.9546463,0
-2.1049733,0.8037162,1
-1.2701697,0.64246094,1
3.756192,-3.1490817,0
-3.8591802,3.9873908,1
-3.7197356,4.004594,1
1.4853371,-2.270746,0
1.2442237,-1.5147051,1
-2.6026764,2.387908,1
0.97993106,-0.520909,1
-1.1245189,0.49119207,1
4.550343,-3.0912504,0
-4.08977,3.2234836,1
0.3854145,-0.7780908,0
-3.6328416,3.1503792,1
0.983166,-0.7255935,0
2.244843,-2.9124627,1
-3.0779052,3.119515,1
0.3854571,0.3362306,1
-3.6039515,3.7851427,1
1.9385891,-2.2687426,0
-5.9925747,6.2587414,1
-4.440988,4.838991,1
-3.515695,4.364892,1
1.6645858,-3.3088775,0
-4.0536685,4.1120176,1
3.903894,-3.2804666,0
1.0456269,-0.90632385,0
1.0406332,-1.7109227,0
-4.9866366,4.253026,1
4.52992,-4.4658813,0
-4.3351054,3.9473393,1
1.8254828,-2.2280786,0
-4.7515163,4.3251657,1
1.5970457,-1.6405112,0
1.6654617,-1.1083302,1
-4.4582305,5.7955446,1
-0.81003463,-0.02065877,0
1.4353361,-2.422874,0
-4.2069774,4.4466457,1
-5.7664127,5.726243,1
-3.6902547,3.4816947,1
2.8870666,-2.7828827,0
3.0709114,-4.113167,0
-3.1330807,3.6567347,1
2.3637757,-2.885365,0
3.359927,-3.948832,0
5.078912,-3.5436265,0
-1.8107157,1.8444166,1
4.011495,-3.1831532,0
3.1630926,-3.420722,0
-0.78219485,0.9237501,1
3.8169332,-3.5117745,0
1.7819817,-2.5440629,0
2.4223995,-2.9497623,0
3.0702388,-2.6412587,0
-0.27183115,-0.5180827,1
-3.2956517,3.6069388,1
-2.2343974,2.1938498,1
-3.8931646,3.1335413,1
-3.2480934,3.531056,1
4.6113815,-5.358434,0
1.54268,-2.7061815,0
-0.43571377,0.13840495,1
1.5328696,-1.7402219,0
3.9635956,-2.708129,0
-1.7629099,2.4234288,1
-4.1345277,3.8454382,1
-1.2402024,1.771763,1
1.2000426,-1.869023,0
0.66704947,-1.1425347,0
0.8728522,-1.6830457,0
-3.4618316,2.9898849,1
2.9780195,-3.0814826,0
-2.3453028,2.9879441,1
-2.6534278,2.8003995,1
-0.21981278,-0.12294205,0
0.62973,0.035932444,1
1.2329454,-0.7636546,0
2.8370225,-1.6903815,1
2.341948,-2.62751,0
-3.7957797,3.5996332,1
-4.2003,4.9261246,1
-0.8148427,1.7027491,1
3.4386663,-1.8287679,0
1.29336,-2.3944657,0
1.6956823,-0.99943763,0
1.1745565,-2.7231135,0
4.8517737,-2.846424,0
1.8337272,-3.801048,0
-1.5831486,1.8823166,1
2.04586,-2.6938562,0
-5.645663,5.383835,1
-3.3229403,3.4113135,1
0.28772312,1.1789325,1
0.8682593,-0.036634825,0
1.4279288,-2.5422182,0
4.4207273,-5.7909617,0
-5.3377037,5.8300357,1
-3.932948,3.2022316,1
2.9433212,-2.9007726,0
3.3286633,-3.28531,0
2.3874986,-3.6984653,0
2.3658483,-2.8004518,0
-5.8153515,5.5476365,1
3.1636596,-3.797048,0
2.2723017,-3.4381595,0
-3.9534163,5.0896196,1
3.8501801,-4.7722535,0
3.758758,-2.549938,0
0.7396483,-2.6369224,0
2.2135735,-2.184229,1
4.106782,-3.4837623,0
-3.8342853,3.6790524,1
-2.9043248,2.2610135,1
1.8780596,-2.5983016,0
2.45214,-2.6811137,0
3.6828184,-4.0528045,0
4.978724,-4.220576,0
-4.2578607,2.5070825,1
1.6621013,-2.542779,0
-1.1565915,0.5519486,1
3.7277284,-4.328841,0
-3.789978,4.0215125,1
1.2182485,0.52899474,0
-1.8947041,2.5511425,1
-4.784719,4.506042,1
-2.6563544,3.94163,1
-2.8261287,3.9131904,1
-3.363371,3.0498967,1
2.5483644,-2.2878678,0
0.6369929,-0.6546784,0
-3.1888125,2.8656456,1
-5.3901873,5.0755863,1
-2.1787567,3.473141,1
-1.0686902,1.0159659,1
-2.6525369,2.692921,1
3.5339653,-2.7154527,0
2.5378475,-1.2852275,0
3.8571548,-3.844722,0
-4.6765895,3.2371492,1
2.5243993,-1.2278293,1
1.977947,-2.7745142,0
-2.404159,2.2370176,1
-2.9446516,3.3143783,1
-1.5276265,0.5957577,1
-3.711605,4.7147393,1
-1.0008214,1.3177265,1
3.8802245,-2.5514512,0
-4.958881,5.390779,1
0.091659516,-1.3851146,1
-0.024412747,-0.73323154,1
2.4099135,-3.0168564,0
-3.9461515,3.9060378,1
1.5995066,-1.9408058,0
-0.6531079,0.47514802,1
0.0037558712,1.426395,1
2.5936263,-2.400125,0
-1.7420173,2.842202,1
-2.9146702,2.3848562,1
-4.681947,4.628432,1
2.7163184,-3.3034449,0
2.4274473,-1.8743259,0
2.99759,-1.5827854,0
-4.9169807,5.7383556,1
1.8436078,-3.2205627,0
4.036529,-3.5349317,1
-4.4964647,5.3094397,1
-0.7042851,0.7487421,1
2.5796752,-2.468589,0
1.8582348,-1.5983193,0
-4.0551605,5.88278,1
-1.8236228,1.5778626,1
-3.939341,4.2197757,1
2.5519285,-1.0665089,0
1.3221663,-2.088829,1
-3.6182575,3.2674465,1
1.8327703,0.691657,1
4.4009852,-5.10518,0
-2.9060087,2.7068505,1
3.5248904,-3.076481,0
-2.4311595,1.2341187,1
2.243441,-3.118909,0
2.3262267,-2.4570532,0
-3.7803748,3.1731358,1
-3.475484,2.5583365,1
1.2439646,-1.8252708,0
1.3204607,-2.681253,0
3.2026045,-2.5546408,0
-3.3280985,3.9020445,1
2.1651144,-1.7068567,0
-0.98493934,2.1226726,1
3.482194,-2.8654854,0
4.741129,-4.413405,0
-1.400992,1.2301751,1
-3.440053,2.6274796,1
-1.7700628,2.472754,1
1.7594914,-0.9146134,0
-3.1478448,2.0484219,1
-2.6922328,3.349938,1
-3.1570752,4.7179723,1
-3.5933437,4.026678,1
2.1040504,-2.0949163,0
1.8982923,-1.3199894,1
1.7282172,-2.1921597,0
-2.873175,2.6426806,1
1.894064,-1.3224512,0
2.020225,-2.6407785,0
3.0810733,-3.285563,0
-5.758651,4.716077,1
-6.0288663,6.5353537,1
-5.529815,5.1170764,1
2.3508048,-3.6173377,0
5.515924,-4.850404,0
-1.2004639,0.9199864,1
-1.3208158,1.6247841,1
-4.87403,5.758681,1
2.0023403,-1.6808273,0
-2.1383774,2.9417562,1
3.7454643,-3.7000146,0
-6.727375,7.003509,1
-5.2088513,4.066104,1
3.3628557,-2.5590024,0
2.3437085,-2.2476275,0
4.667725,-3.83887,0
0.9494975,-1.7948945,0
3.5037224,-4.704981,0
0.72341675,-0.68516976,0
3.2025967,-4.0452724,0
0.055994693,-1.3473959,1
-2.4928555,1.9570893,1
-2.0316503,2.2222996,1
-1.1425303,0.62174076,1
2.3936112,-3.659515,0
-3.7149343,1.9918488,1
2.7132547,-1.7786416,0
0.19041395,-1.8782548,0
-4.08551,5.3962173,1
0.29128844,-0.25606242,1
-3.2889555,3.3016844,1
2.204673,-1.8704326,0
-3.0688922,3.504437,1
-3.7494497,1.8468741,1
-1.4991307,1.1399665,1
1.6928488,-2.829384,0
-3.0584555,2.9380774,1
0.06672868,-0.80197495,0
-2.8193285,2.529563,1
-5.2575207,5.145478,1
2.4057703,-2.5798557,0
1.1314652,-1.2980969,0
1.8227327,-2.8319983,0
3.5843627,-2.6154487,0
-0.24811059,0.34580448,0
1.9984007,-1.754059,0
3.0591946,-3.6920109,0
2.1763532,-1.761487,0
2.0259542,-1.7477789,0
2.787906,-2.1577935,0
2.8500733,-3.3584547,0
2.596393,-3.7076674,0
1.8980702,-0.64067453,0
2.5259826,-1.5120273,0
2.2761195,-2.414666,0
-2.992148,2.590982,1
3.2920065,-2.7650716,0
-3.044635,2.8548253,1
1.6066928,-2.465456,0
1.8633764,-1.6794498,0
-1.6289062,2.2655268,1
2.2775671,-1.8006943,1
2.4421248,-3.1543198,0
-2.4501104,1.8077892,1
-2.5713248,3.1532025,1
-3.5839298,2.0810242,1
2.3552916,-2.0126605,0
-1.7805711,1.4158157,1
2.6224008,-2.9627526,0
1.241803,-1.9173576,0
1.6939142,-1.6389246,0
-1.6241531,1.1240687,1
2.4185867,-1.900673,0
-0.10380432,0.15028486,1
-3.2374768,2.3873277,1
0.8296479,-0.62549406,0
1.5122648,-1.3039713,1
2.8998585,-1.6929437,0
-2.4846325,2.714928,1
2.948976,-3.1068792,0
4.188564,-3.3994794,0
4.2323384,-5.796131,0
1.7981626,-1.9988631,0
2.0406127,-2.4604893,0
1.7616465,-2.0104797,0
3.6240013,-3.476974,0
-0.28536826,-0.5374188,1
-1.1205612,2.3581426,1
0.56489265,-1.9287838,0
4.8412375,-3.4630008,0
1.7725064,-2.844526,0
2.449338,-2.4651055,0
-2.3796482,2.3505495,1
-3.1108334,4.334858,1
-3.240161,2.9748523,1
2.0299373,-2.1210775,0
-1.508522,1.1006529,1
-4.122195,3.8615391,1
-5.1758413,3.5210602,1
-2.7033384,1.1665508,1
0.8013678,-1.68921,0
-5.0690155,3.5232158,1
2.166004,-3.028942,0
3.2211487,-3.1477344,0
-3.1182685,4.438815,1
-5.631838,6.518694,1
-5.5201616,4.259908,1
1.7984738,-3.1995585,0
-0.9921746,3.5493968,1
4.521036,-3.5549686,0
-2.9838643,2.842425,1
-5.964355,5.2859483,1
2.066862,-2.3105714,0
-2.2663257,1.2882155,1
2.1491818,-3.1530914,0
3.2913458,-4.4328694,1
-3.0024219,1.8222237,1
0.64047503,-0.17467234,0
1.953758,-2.2123365,0
-0.3510074,1.2237287,1
2.3508148,-1.8957753,0
2.9011583,-3.0868092,0
0.93591297,-2.0921412,0
1.4316363,-1.8932172,0
2.2351067,-1.8985128,0
-1.6432288,2.929104,1
3.7186475,-2.3713257,0
-1.9106531,1.6173731,1
1.7501229,-2.3157184,0
0.22010759,0.32354063,1
-0.2036748,-0.037579544,0
2.2608123,-0.846871,0
-2.2132196,2.2391765,1
3.1072795,-3.5488665,1
3.7890167,-4.512225,0
1.6398554,-2.904844,0
-1.6258099,1.095193,1
1.6612511,-3.1543818,0
2.546359,-3.2449849,0
2.99578,-3.6486776,0
2.9869814,-3.299768,0
2.735427,-2.8959002,0
-2.6570816,2.829215,1
-0.9799609,1.328572,1
-3.4268832,1.7337589,1
1.3520784,-2.6611807,0
1.4526651,-1.8896401,0
4.1309843,-5.0005713,0
-4.7228303,3.6224477,1
3.4884627,-3.3297796,0
3.4468281,-3.5827823,0
0.7215655,0.058452673,0
-2.629891,3.948922,1
2.6115336,-3.1587124,0
-4.7111354,5.4951677,1
-3.0965524,2.61793,1
1.0357779,-1.6029645,0
0.6384768,-1.1199492,0
2.1649566,-3.1596074,0
2.4521503,-1.1131061,0
-3.95002,4.9570665,1
1.4920871,-1.2428857,0
1.2321818,-1.5489514,0
2.282835,-1.9258724,1
1.9659357,-2.480499,0
-3.496059,4.3289175,1
-1.3208158,1.6247841,1
-2.8581321,2.5616376,1
2.301904,-2.6963737,0
-4.0869665,4.182075,1
0.4560581,-1.1165391,0
2.677446,-3.1546445,0
-5.159205,4.3220553,1
-4.026518,2.4834533,1
-1.0928292,-1.4167291,1
-5.2566047,4.0571136,1
2.830174,-2.5864449,0
-2.1466684,1.9639126,1
1.6046348,-1.5834769,1
-1.7094957,2.0944731,1
2.2717505,-2.829753,0
-2.2809775,3.2299252,1
2.2592819,-2.833089,0
-4.707159,4.3736963,1
-3.7324045,4.279282,1
-1.8762245,0.529931,1
3.3157458,-4.3616977,0
-5.55394,4.9427276,1
-3.1795413,2.8674936,1
-1.4100487,1.8204209,1
-6.159382,6.170098,1
3.2354283,-3.1207504,0
3.3326914,-3.6031132,0
0.93592364,0.10802085,1
0.5197757,-1.2906973,0
-1.9576945,3.225339,1
4.188047,-3.6663327,0
-4.084503,4.6508293,1
1.9311635,-2.3551855,0
2.314241,-2.186273,0
-3.2586339,2.3188035,1
-2.6764827,2.3155518,1
-1.8775274,-0.23591715,1
0.056695525,-2.2398572,0
-3.217339,3.095275,1
1.3495532,-0.56252474,0
-5.755732,5.5868697,1
-0.14531612,-1.047836,1
1.8238056,-1.3403012,0
2.7641056,-3.3209949,1
-6.5538173,7.414901,1
1.8026258,-1.8921268,0
2.7453501,-2.105441,0
-0.4876259,0.85413355,1
-6.0312724,6.314981,1
-1.7898365,0.916459,1
2.4095657,-2.695087,0
3.8457966,-4.1018305,0
